Variant,Model,RevIN,Loss,HMM,SeqLen,ValMSE,File
Univariate,DLinear,RevIN,Huber,HMM3W60,30,98.87398529052734,Sub_Univariate_DLinear_RevIN_Huber_HMM3W60_Seq30_MSE99.csv
Univariate,DLinear,RevIN,MSE,HMM3W60,30,98.87496948242188,Sub_Univariate_DLinear_RevIN_MSE_HMM3W60_Seq30_MSE99.csv
Univariate,Linear,NoRevIN,MAE,NoHMM,15,99.0888442993164,Sub_Univariate_Linear_NoRevIN_MAE_NoHMM_Seq15_MSE99.csv
Univariate,Linear,NoRevIN,Huber,HMM3W60,30,99.2640151977539,Sub_Univariate_Linear_NoRevIN_Huber_HMM3W60_Seq30_MSE99.csv
Univariate,Linear,RevIN,MAE,HMM3W60,30,99.2798843383789,Sub_Univariate_Linear_RevIN_MAE_HMM3W60_Seq30_MSE99.csv
Univariate,Linear,NoRevIN,MSE,HMM3W60,30,99.53125,Sub_Univariate_Linear_NoRevIN_MSE_HMM3W60_Seq30_MSE100.csv
Univariate,DLinear,NoRevIN,MSE,HMM3W30,30,99.84651947021484,Sub_Univariate_DLinear_NoRevIN_MSE_HMM3W30_Seq30_MSE100.csv
Univariate,Linear,RevIN,MAE,HMM3W30,30,100.04962921142578,Sub_Univariate_Linear_RevIN_MAE_HMM3W30_Seq30_MSE100.csv
Univariate,DLinear,RevIN,MAE,HMM3W30,30,100.44921112060547,Sub_Univariate_DLinear_RevIN_MAE_HMM3W30_Seq30_MSE100.csv
Multivariate,Linear,RevIN,Huber,HMM3W60,30,100.52056884765625,Sub_Multivariate_Linear_RevIN_Huber_HMM3W60_Seq30_MSE101.csv
Multivariate,Linear,RevIN,MSE,HMM3W60,30,100.5304946899414,Sub_Multivariate_Linear_RevIN_MSE_HMM3W60_Seq30_MSE101.csv
Univariate,DLinear,RevIN,MAE,HMM3W30,15,100.57897186279297,Sub_Univariate_DLinear_RevIN_MAE_HMM3W30_Seq15_MSE101.csv
Univariate,Linear,RevIN,MSE,HMM4W30,15,100.59478759765625,Sub_Univariate_Linear_RevIN_MSE_HMM4W30_Seq15_MSE101.csv
Univariate,Linear,RevIN,Huber,HMM4W30,15,100.59520721435547,Sub_Univariate_Linear_RevIN_Huber_HMM4W30_Seq15_MSE101.csv
Univariate,DLinear,RevIN,MSE,HMM3W30,7,100.80034637451172,Sub_Univariate_DLinear_RevIN_MSE_HMM3W30_Seq7_MSE101.csv
Univariate,DLinear,RevIN,Huber,HMM3W30,7,100.80611419677734,Sub_Univariate_DLinear_RevIN_Huber_HMM3W30_Seq7_MSE101.csv
Multivariate,NLinear,NoRevIN,MAE,HMM3W30,30,100.8436050415039,Sub_Multivariate_NLinear_NoRevIN_MAE_HMM3W30_Seq30_MSE101.csv
Multivariate,NLinear,NoRevIN,Huber,HMM3W60,30,101.04442596435547,Sub_Multivariate_NLinear_NoRevIN_Huber_HMM3W60_Seq30_MSE101.csv
Multivariate,NLinear,NoRevIN,MSE,HMM3W60,30,101.04774475097656,Sub_Multivariate_NLinear_NoRevIN_MSE_HMM3W60_Seq30_MSE101.csv
Univariate,DLinear,RevIN,MAE,HMM3W30,7,101.09706115722656,Sub_Univariate_DLinear_RevIN_MAE_HMM3W30_Seq7_MSE101.csv
Univariate,DLinear,RevIN,Huber,HMM4W30,15,101.32634735107422,Sub_Univariate_DLinear_RevIN_Huber_HMM4W30_Seq15_MSE101.csv
Univariate,DLinear,RevIN,MSE,HMM4W30,15,101.32891082763672,Sub_Univariate_DLinear_RevIN_MSE_HMM4W30_Seq15_MSE101.csv
Univariate,NLinear,NoRevIN,MAE,HMM3W60,60,101.412841796875,Sub_Univariate_NLinear_NoRevIN_MAE_HMM3W60_Seq60_MSE101.csv
Univariate,Linear,RevIN,MSE,NoHMM,120,101.43140411376953,Sub_Univariate_Linear_RevIN_MSE_NoHMM_Seq120_MSE101.csv
Univariate,Linear,RevIN,Huber,NoHMM,120,101.43177795410156,Sub_Univariate_Linear_RevIN_Huber_NoHMM_Seq120_MSE101.csv
Univariate,Linear,NoRevIN,MSE,HMM4W30,15,101.92536163330078,Sub_Univariate_Linear_NoRevIN_MSE_HMM4W30_Seq15_MSE102.csv
Univariate,DLinear,NoRevIN,Huber,HMM3W30,30,101.9572982788086,Sub_Univariate_DLinear_NoRevIN_Huber_HMM3W30_Seq30_MSE102.csv
Univariate,DLinear,RevIN,MSE,NoHMM,120,102.21070861816406,Sub_Univariate_DLinear_RevIN_MSE_NoHMM_Seq120_MSE102.csv
Univariate,DLinear,RevIN,Huber,NoHMM,120,102.21084594726562,Sub_Univariate_DLinear_RevIN_Huber_NoHMM_Seq120_MSE102.csv
Univariate,Linear,RevIN,MAE,NoHMM,30,102.35352325439453,Sub_Univariate_Linear_RevIN_MAE_NoHMM_Seq30_MSE102.csv
Univariate,DLinear,NoRevIN,Huber,NoHMM,120,102.65812683105469,Sub_Univariate_DLinear_NoRevIN_Huber_NoHMM_Seq120_MSE103.csv
Univariate,DLinear,NoRevIN,Huber,HMM3W60,30,102.76089477539062,Sub_Univariate_DLinear_NoRevIN_Huber_HMM3W60_Seq30_MSE103.csv
Univariate,Linear,NoRevIN,MAE,HMM4W30,15,103.01824188232422,Sub_Univariate_Linear_NoRevIN_MAE_HMM4W30_Seq15_MSE103.csv
Univariate,Linear,NoRevIN,MSE,NoHMM,120,103.04236602783203,Sub_Univariate_Linear_NoRevIN_MSE_NoHMM_Seq120_MSE103.csv
Univariate,DLinear,NoRevIN,Huber,HMM4W30,30,103.10437774658203,Sub_Univariate_DLinear_NoRevIN_Huber_HMM4W30_Seq30_MSE103.csv
Univariate,DLinear,RevIN,MAE,NoHMM,30,103.13408660888672,Sub_Univariate_DLinear_RevIN_MAE_NoHMM_Seq30_MSE103.csv
Univariate,DLinear,RevIN,MAE,HMM3W60,30,103.29566955566406,Sub_Univariate_DLinear_RevIN_MAE_HMM3W60_Seq30_MSE103.csv
Univariate,DLinear,RevIN,MAE,HMM4W30,15,103.45802307128906,Sub_Univariate_DLinear_RevIN_MAE_HMM4W30_Seq15_MSE103.csv
Univariate,DLinear,NoRevIN,MSE,HMM3W60,30,103.53521728515625,Sub_Univariate_DLinear_NoRevIN_MSE_HMM3W60_Seq30_MSE104.csv
Univariate,Linear,NoRevIN,Huber,HMM4W30,15,103.74351501464844,Sub_Univariate_Linear_NoRevIN_Huber_HMM4W30_Seq15_MSE104.csv
Univariate,Linear,NoRevIN,Huber,NoHMM,120,103.89083862304688,Sub_Univariate_Linear_NoRevIN_Huber_NoHMM_Seq120_MSE104.csv
Multivariate,DLinear,RevIN,Huber,HMM3W60,30,103.96185302734375,Sub_Multivariate_DLinear_RevIN_Huber_HMM3W60_Seq30_MSE104.csv
Multivariate,DLinear,RevIN,MSE,HMM3W60,30,103.97602081298828,Sub_Multivariate_DLinear_RevIN_MSE_HMM3W60_Seq30_MSE104.csv
Univariate,Linear,NoRevIN,MAE,HMM3W60,30,104.05921936035156,Sub_Univariate_Linear_NoRevIN_MAE_HMM3W60_Seq30_MSE104.csv
Univariate,Linear,NoRevIN,MAE,NoHMM,120,104.22195434570312,Sub_Univariate_Linear_NoRevIN_MAE_NoHMM_Seq120_MSE104.csv
Univariate,DLinear,NoRevIN,MSE,HMM4W30,30,104.48213958740234,Sub_Univariate_DLinear_NoRevIN_MSE_HMM4W30_Seq30_MSE104.csv
Univariate,NLinear,NoRevIN,MAE,HMM4W60,7,104.50604248046875,Sub_Univariate_NLinear_NoRevIN_MAE_HMM4W60_Seq7_MSE105.csv
Univariate,Linear,RevIN,MAE,HMM4W30,15,104.58637237548828,Sub_Univariate_Linear_RevIN_MAE_HMM4W30_Seq15_MSE105.csv
Univariate,Linear,RevIN,Huber,NoHMM,30,104.79707336425781,Sub_Univariate_Linear_RevIN_Huber_NoHMM_Seq30_MSE105.csv
Univariate,Linear,RevIN,MSE,NoHMM,30,104.79727172851562,Sub_Univariate_Linear_RevIN_MSE_NoHMM_Seq30_MSE105.csv
Univariate,Linear,RevIN,MAE,HMM3W30,15,104.84025573730469,Sub_Univariate_Linear_RevIN_MAE_HMM3W30_Seq15_MSE105.csv
Univariate,DLinear,RevIN,MSE,NoHMM,30,104.90567779541016,Sub_Univariate_DLinear_RevIN_MSE_NoHMM_Seq30_MSE105.csv
Univariate,DLinear,RevIN,Huber,NoHMM,30,104.90640258789062,Sub_Univariate_DLinear_RevIN_Huber_NoHMM_Seq30_MSE105.csv
Multivariate,Linear,RevIN,MAE,HMM3W60,30,106.02994537353516,Sub_Multivariate_Linear_RevIN_MAE_HMM3W60_Seq30_MSE106.csv
Univariate,DLinear,RevIN,MAE,HMM3W60,15,106.04583740234375,Sub_Univariate_DLinear_RevIN_MAE_HMM3W60_Seq15_MSE106.csv
Univariate,Linear,NoRevIN,MAE,NoHMM,30,106.22273254394531,Sub_Univariate_Linear_NoRevIN_MAE_NoHMM_Seq30_MSE106.csv
Univariate,DLinear,NoRevIN,MAE,NoHMM,120,106.23263549804688,Sub_Univariate_DLinear_NoRevIN_MAE_NoHMM_Seq120_MSE106.csv
Univariate,DLinear,NoRevIN,MSE,NoHMM,120,106.60041809082031,Sub_Univariate_DLinear_NoRevIN_MSE_NoHMM_Seq120_MSE107.csv
Univariate,Linear,NoRevIN,Huber,HMM3W60,7,106.65575408935547,Sub_Univariate_Linear_NoRevIN_Huber_HMM3W60_Seq7_MSE107.csv
Univariate,DLinear,NoRevIN,Huber,NoHMM,15,106.8824462890625,Sub_Univariate_DLinear_NoRevIN_Huber_NoHMM_Seq15_MSE107.csv
Univariate,DLinear,NoRevIN,MSE,NoHMM,15,107.00740814208984,Sub_Univariate_DLinear_NoRevIN_MSE_NoHMM_Seq15_MSE107.csv
Univariate,Linear,RevIN,MAE,HMM3W60,60,107.60972595214844,Sub_Univariate_Linear_RevIN_MAE_HMM3W60_Seq60_MSE108.csv
Univariate,Linear,NoRevIN,Huber,HMM4W30,60,107.6290054321289,Sub_Univariate_Linear_NoRevIN_Huber_HMM4W30_Seq60_MSE108.csv
Univariate,Linear,RevIN,MAE,HMM3W60,15,107.772216796875,Sub_Univariate_Linear_RevIN_MAE_HMM3W60_Seq15_MSE108.csv
Univariate,Linear,NoRevIN,MSE,HMM4W30,7,108.20950317382812,Sub_Univariate_Linear_NoRevIN_MSE_HMM4W30_Seq7_MSE108.csv
Univariate,Linear,RevIN,MAE,NoHMM,120,108.3388442993164,Sub_Univariate_Linear_RevIN_MAE_NoHMM_Seq120_MSE108.csv
Multivariate,DLinear,RevIN,MAE,HMM3W60,15,108.4101791381836,Sub_Multivariate_DLinear_RevIN_MAE_HMM3W60_Seq15_MSE108.csv
Univariate,Linear,NoRevIN,MSE,HMM3W60,7,108.68924713134766,Sub_Univariate_Linear_NoRevIN_MSE_HMM3W60_Seq7_MSE109.csv
Univariate,DLinear,RevIN,MAE,NoHMM,120,108.8843765258789,Sub_Univariate_DLinear_RevIN_MAE_NoHMM_Seq120_MSE109.csv
Univariate,Linear,RevIN,MSE,HMM3W30,7,109.09415435791016,Sub_Univariate_Linear_RevIN_MSE_HMM3W30_Seq7_MSE109.csv
Univariate,Linear,RevIN,Huber,HMM3W30,7,109.0958480834961,Sub_Univariate_Linear_RevIN_Huber_HMM3W30_Seq7_MSE109.csv
Multivariate,DLinear,RevIN,MAE,HMM3W60,30,109.1197738647461,Sub_Multivariate_DLinear_RevIN_MAE_HMM3W60_Seq30_MSE109.csv
Univariate,DLinear,RevIN,MAE,HMM3W60,60,109.36043548583984,Sub_Univariate_DLinear_RevIN_MAE_HMM3W60_Seq60_MSE109.csv
Univariate,NLinear,NoRevIN,Huber,HMM4W60,7,109.55802154541016,Sub_Univariate_NLinear_NoRevIN_Huber_HMM4W60_Seq7_MSE110.csv
Univariate,NLinear,NoRevIN,MSE,HMM4W60,7,109.55925750732422,Sub_Univariate_NLinear_NoRevIN_MSE_HMM4W60_Seq7_MSE110.csv
Multivariate,DLinear,RevIN,Huber,HMM4W30,15,109.5797348022461,Sub_Multivariate_DLinear_RevIN_Huber_HMM4W30_Seq15_MSE110.csv
Multivariate,DLinear,RevIN,MSE,HMM4W30,15,109.58203887939453,Sub_Multivariate_DLinear_RevIN_MSE_HMM4W30_Seq15_MSE110.csv
Multivariate,DLinear,RevIN,MAE,HMM4W30,15,109.76884460449219,Sub_Multivariate_DLinear_RevIN_MAE_HMM4W30_Seq15_MSE110.csv
Univariate,Linear,NoRevIN,Huber,HMM4W30,7,109.81956481933594,Sub_Univariate_Linear_NoRevIN_Huber_HMM4W30_Seq7_MSE110.csv
Univariate,Linear,NoRevIN,MSE,HMM4W30,60,109.86443328857422,Sub_Univariate_Linear_NoRevIN_MSE_HMM4W30_Seq60_MSE110.csv
Univariate,DLinear,RevIN,MSE,HMM3W30,60,109.93981170654297,Sub_Univariate_DLinear_RevIN_MSE_HMM3W30_Seq60_MSE110.csv
Univariate,DLinear,RevIN,Huber,HMM3W30,60,109.94063568115234,Sub_Univariate_DLinear_RevIN_Huber_HMM3W30_Seq60_MSE110.csv
Univariate,Linear,NoRevIN,Huber,HMM3W30,7,109.9796371459961,Sub_Univariate_Linear_NoRevIN_Huber_HMM3W30_Seq7_MSE110.csv
Multivariate,NLinear,NoRevIN,MAE,HMM4W60,7,110.82350158691406,Sub_Multivariate_NLinear_NoRevIN_MAE_HMM4W60_Seq7_MSE111.csv
Univariate,DLinear,RevIN,Huber,HMM3W60,15,110.92167663574219,Sub_Univariate_DLinear_RevIN_Huber_HMM3W60_Seq15_MSE111.csv
Univariate,DLinear,RevIN,MSE,HMM3W60,15,110.9262466430664,Sub_Univariate_DLinear_RevIN_MSE_HMM3W60_Seq15_MSE111.csv
Multivariate,Linear,RevIN,Huber,HMM4W30,15,111.04210662841797,Sub_Multivariate_Linear_RevIN_Huber_HMM4W30_Seq15_MSE111.csv
Multivariate,Linear,RevIN,MSE,HMM4W30,15,111.04711151123047,Sub_Multivariate_Linear_RevIN_MSE_HMM4W30_Seq15_MSE111.csv
Univariate,Linear,RevIN,MSE,HMM3W30,60,111.32917022705078,Sub_Univariate_Linear_RevIN_MSE_HMM3W30_Seq60_MSE111.csv
Univariate,Linear,RevIN,Huber,HMM3W30,60,111.33150482177734,Sub_Univariate_Linear_RevIN_Huber_HMM3W30_Seq60_MSE111.csv
Univariate,DLinear,NoRevIN,MAE,HMM3W30,15,111.49212646484375,Sub_Univariate_DLinear_NoRevIN_MAE_HMM3W30_Seq15_MSE111.csv
Univariate,DLinear,RevIN,MAE,HMM3W60,7,111.5445785522461,Sub_Univariate_DLinear_RevIN_MAE_HMM3W60_Seq7_MSE112.csv
Multivariate,NLinear,NoRevIN,Huber,HMM4W60,7,112.00617980957031,Sub_Multivariate_NLinear_NoRevIN_Huber_HMM4W60_Seq7_MSE112.csv
Multivariate,NLinear,NoRevIN,MSE,HMM4W60,7,112.00886535644531,Sub_Multivariate_NLinear_NoRevIN_MSE_HMM4W60_Seq7_MSE112.csv
Multivariate,NLinear,NoRevIN,MAE,HMM3W60,30,112.21813201904297,Sub_Multivariate_NLinear_NoRevIN_MAE_HMM3W60_Seq30_MSE112.csv
Univariate,DLinear,NoRevIN,Huber,HMM3W60,15,112.25147247314453,Sub_Univariate_DLinear_NoRevIN_Huber_HMM3W60_Seq15_MSE112.csv
Univariate,DLinear,RevIN,MSE,HMM3W60,7,112.3457260131836,Sub_Univariate_DLinear_RevIN_MSE_HMM3W60_Seq7_MSE112.csv
Univariate,DLinear,RevIN,Huber,HMM3W60,7,112.35653686523438,Sub_Univariate_DLinear_RevIN_Huber_HMM3W60_Seq7_MSE112.csv
Univariate,Linear,RevIN,MAE,HMM3W30,7,112.48138427734375,Sub_Univariate_Linear_RevIN_MAE_HMM3W30_Seq7_MSE112.csv
Univariate,DLinear,NoRevIN,Huber,HMM3W30,15,112.54930114746094,Sub_Univariate_DLinear_NoRevIN_Huber_HMM3W30_Seq15_MSE113.csv
Univariate,DLinear,NoRevIN,MAE,HMM3W30,30,112.58964538574219,Sub_Univariate_DLinear_NoRevIN_MAE_HMM3W30_Seq30_MSE113.csv
Univariate,Linear,NoRevIN,Huber,NoHMM,60,112.64049530029297,Sub_Univariate_Linear_NoRevIN_Huber_NoHMM_Seq60_MSE113.csv
Univariate,Linear,NoRevIN,Huber,HMM3W60,60,112.65129089355469,Sub_Univariate_Linear_NoRevIN_Huber_HMM3W60_Seq60_MSE113.csv
Multivariate,NLinear,NoRevIN,Huber,NoHMM,120,112.71650695800781,Sub_Multivariate_NLinear_NoRevIN_Huber_NoHMM_Seq120_MSE113.csv
Multivariate,NLinear,NoRevIN,MSE,NoHMM,120,112.72007751464844,Sub_Multivariate_NLinear_NoRevIN_MSE_NoHMM_Seq120_MSE113.csv
Univariate,Linear,NoRevIN,MAE,HMM3W60,7,112.90896606445312,Sub_Univariate_Linear_NoRevIN_MAE_HMM3W60_Seq7_MSE113.csv
Univariate,Linear,RevIN,MAE,NoHMM,60,112.97164154052734,Sub_Univariate_Linear_RevIN_MAE_NoHMM_Seq60_MSE113.csv
Univariate,Linear,NoRevIN,MSE,HMM3W60,60,113.09541320800781,Sub_Univariate_Linear_NoRevIN_MSE_HMM3W60_Seq60_MSE113.csv
Multivariate,DLinear,RevIN,MAE,NoHMM,60,113.33883666992188,Sub_Multivariate_DLinear_RevIN_MAE_NoHMM_Seq60_MSE113.csv
Univariate,NLinear,NoRevIN,Huber,HMM4W30,30,113.5326156616211,Sub_Univariate_NLinear_NoRevIN_Huber_HMM4W30_Seq30_MSE114.csv
Univariate,NLinear,NoRevIN,MSE,HMM4W30,30,113.53704071044922,Sub_Univariate_NLinear_NoRevIN_MSE_HMM4W30_Seq30_MSE114.csv
Univariate,DLinear,NoRevIN,MSE,HMM4W30,60,114.09005737304688,Sub_Univariate_DLinear_NoRevIN_MSE_HMM4W30_Seq60_MSE114.csv
Univariate,Linear,NoRevIN,MSE,HMM3W30,60,114.19677734375,Sub_Univariate_Linear_NoRevIN_MSE_HMM3W30_Seq60_MSE114.csv
Univariate,DLinear,NoRevIN,MSE,HMM3W60,60,114.51129913330078,Sub_Univariate_DLinear_NoRevIN_MSE_HMM3W60_Seq60_MSE115.csv
Multivariate,DLinear,RevIN,Huber,HMM3W60,7,114.56683349609375,Sub_Multivariate_DLinear_RevIN_Huber_HMM3W60_Seq7_MSE115.csv
Multivariate,DLinear,RevIN,MSE,HMM3W60,7,114.76502990722656,Sub_Multivariate_DLinear_RevIN_MSE_HMM3W60_Seq7_MSE115.csv
Univariate,Linear,NoRevIN,MSE,NoHMM,7,114.78605651855469,Sub_Univariate_Linear_NoRevIN_MSE_NoHMM_Seq7_MSE115.csv
Univariate,DLinear,NoRevIN,Huber,HMM3W30,60,115.20994567871094,Sub_Univariate_DLinear_NoRevIN_Huber_HMM3W30_Seq60_MSE115.csv
Univariate,Linear,RevIN,MSE,HMM3W60,15,115.26423645019531,Sub_Univariate_Linear_RevIN_MSE_HMM3W60_Seq15_MSE115.csv
Univariate,Linear,RevIN,Huber,HMM3W60,15,115.26509857177734,Sub_Univariate_Linear_RevIN_Huber_HMM3W60_Seq15_MSE115.csv
Multivariate,Linear,RevIN,MAE,HMM3W60,7,115.31288146972656,Sub_Multivariate_Linear_RevIN_MAE_HMM3W60_Seq7_MSE115.csv
Univariate,NLinear,NoRevIN,MAE,HMM4W60,15,115.3440170288086,Sub_Univariate_NLinear_NoRevIN_MAE_HMM4W60_Seq15_MSE115.csv
Univariate,DLinear,RevIN,MAE,NoHMM,60,115.36235046386719,Sub_Univariate_DLinear_RevIN_MAE_NoHMM_Seq60_MSE115.csv
Multivariate,Linear,RevIN,MSE,HMM3W60,7,115.37635803222656,Sub_Multivariate_Linear_RevIN_MSE_HMM3W60_Seq7_MSE115.csv
Multivariate,Linear,RevIN,Huber,HMM3W60,7,115.3805160522461,Sub_Multivariate_Linear_RevIN_Huber_HMM3W60_Seq7_MSE115.csv
Univariate,Linear,NoRevIN,MSE,HMM3W30,7,115.4895248413086,Sub_Univariate_Linear_NoRevIN_MSE_HMM3W30_Seq7_MSE115.csv
Univariate,Linear,NoRevIN,MAE,HMM3W30,7,115.50186920166016,Sub_Univariate_Linear_NoRevIN_MAE_HMM3W30_Seq7_MSE116.csv
Univariate,DLinear,RevIN,MAE,HMM3W30,60,115.77086639404297,Sub_Univariate_DLinear_RevIN_MAE_HMM3W30_Seq60_MSE116.csv
Univariate,Linear,RevIN,MAE,HMM3W60,7,115.85490417480469,Sub_Univariate_Linear_RevIN_MAE_HMM3W60_Seq7_MSE116.csv
Univariate,Linear,RevIN,MAE,HMM3W30,60,115.9231948852539,Sub_Univariate_Linear_RevIN_MAE_HMM3W30_Seq60_MSE116.csv
Multivariate,DLinear,RevIN,MAE,HMM3W60,7,116.1336898803711,Sub_Multivariate_DLinear_RevIN_MAE_HMM3W60_Seq7_MSE116.csv
Univariate,Linear,RevIN,Huber,NoHMM,60,116.1504135131836,Sub_Univariate_Linear_RevIN_Huber_NoHMM_Seq60_MSE116.csv
Univariate,Linear,RevIN,MSE,NoHMM,60,116.1504898071289,Sub_Univariate_Linear_RevIN_MSE_NoHMM_Seq60_MSE116.csv
Univariate,Linear,NoRevIN,MAE,HMM4W30,7,116.21163940429688,Sub_Univariate_Linear_NoRevIN_MAE_HMM4W30_Seq7_MSE116.csv
Univariate,Linear,NoRevIN,Huber,HMM3W30,60,116.31929016113281,Sub_Univariate_Linear_NoRevIN_Huber_HMM3W30_Seq60_MSE116.csv
Univariate,NLinear,NoRevIN,MAE,HMM4W60,30,116.40336608886719,Sub_Univariate_NLinear_NoRevIN_MAE_HMM4W60_Seq30_MSE116.csv
Univariate,Linear,NoRevIN,MSE,NoHMM,60,116.62066650390625,Sub_Univariate_Linear_NoRevIN_MSE_NoHMM_Seq60_MSE117.csv
Univariate,DLinear,NoRevIN,MSE,HMM3W30,60,116.68964385986328,Sub_Univariate_DLinear_NoRevIN_MSE_HMM3W30_Seq60_MSE117.csv
Univariate,Linear,NoRevIN,Huber,NoHMM,7,116.73310089111328,Sub_Univariate_Linear_NoRevIN_Huber_NoHMM_Seq7_MSE117.csv
Multivariate,Linear,RevIN,MAE,NoHMM,60,116.9091796875,Sub_Multivariate_Linear_RevIN_MAE_NoHMM_Seq60_MSE117.csv
Univariate,DLinear,RevIN,Huber,NoHMM,60,117.2080078125,Sub_Univariate_DLinear_RevIN_Huber_NoHMM_Seq60_MSE117.csv
Univariate,DLinear,RevIN,MSE,NoHMM,60,117.208251953125,Sub_Univariate_DLinear_RevIN_MSE_NoHMM_Seq60_MSE117.csv
Univariate,DLinear,NoRevIN,MSE,HMM3W60,15,117.3943099975586,Sub_Univariate_DLinear_NoRevIN_MSE_HMM3W60_Seq15_MSE117.csv
Univariate,DLinear,NoRevIN,MSE,HMM3W30,15,117.41627502441406,Sub_Univariate_DLinear_NoRevIN_MSE_HMM3W30_Seq15_MSE117.csv
Univariate,DLinear,NoRevIN,Huber,HMM4W30,60,117.73873901367188,Sub_Univariate_DLinear_NoRevIN_Huber_HMM4W30_Seq60_MSE118.csv
Multivariate,Linear,RevIN,MAE,HMM4W30,15,117.776123046875,Sub_Multivariate_Linear_RevIN_MAE_HMM4W30_Seq15_MSE118.csv
Multivariate,NLinear,NoRevIN,Huber,HMM4W30,15,117.83494567871094,Sub_Multivariate_NLinear_NoRevIN_Huber_HMM4W30_Seq15_MSE118.csv
Multivariate,NLinear,NoRevIN,MSE,HMM4W30,15,117.83883666992188,Sub_Multivariate_NLinear_NoRevIN_MSE_HMM4W30_Seq15_MSE118.csv
Multivariate,NLinear,NoRevIN,MSE,HMM3W30,60,117.86602783203125,Sub_Multivariate_NLinear_NoRevIN_MSE_HMM3W30_Seq60_MSE118.csv
Multivariate,NLinear,NoRevIN,Huber,HMM3W30,60,117.8675765991211,Sub_Multivariate_NLinear_NoRevIN_Huber_HMM3W30_Seq60_MSE118.csv
Univariate,NLinear,NoRevIN,MAE,HMM4W30,30,118.31177520751953,Sub_Univariate_NLinear_NoRevIN_MAE_HMM4W30_Seq30_MSE118.csv
Multivariate,Linear,RevIN,Huber,HMM4W60,7,118.6249008178711,Sub_Multivariate_Linear_RevIN_Huber_HMM4W60_Seq7_MSE119.csv
Multivariate,Linear,RevIN,MSE,HMM4W60,7,118.6253890991211,Sub_Multivariate_Linear_RevIN_MSE_HMM4W60_Seq7_MSE119.csv
Univariate,Linear,NoRevIN,MAE,HMM3W30,60,118.70386505126953,Sub_Univariate_Linear_NoRevIN_MAE_HMM3W30_Seq60_MSE119.csv
Multivariate,Linear,RevIN,MAE,HMM4W60,15,118.81300354003906,Sub_Multivariate_Linear_RevIN_MAE_HMM4W60_Seq15_MSE119.csv
Univariate,Linear,NoRevIN,MAE,NoHMM,7,118.86172485351562,Sub_Univariate_Linear_NoRevIN_MAE_NoHMM_Seq7_MSE119.csv
Univariate,NLinear,NoRevIN,Huber,HMM4W60,15,118.92955780029297,Sub_Univariate_NLinear_NoRevIN_Huber_HMM4W60_Seq15_MSE119.csv
Univariate,NLinear,NoRevIN,MSE,HMM4W60,15,118.9301986694336,Sub_Univariate_NLinear_NoRevIN_MSE_HMM4W60_Seq15_MSE119.csv
Multivariate,Linear,RevIN,MAE,HMM3W60,15,119.31965637207031,Sub_Multivariate_Linear_RevIN_MAE_HMM3W60_Seq15_MSE119.csv
Univariate,DLinear,NoRevIN,Huber,HMM3W60,60,119.4288558959961,Sub_Univariate_DLinear_NoRevIN_Huber_HMM3W60_Seq60_MSE119.csv
Univariate,DLinear,NoRevIN,MSE,HMM4W30,15,119.97911071777344,Sub_Univariate_DLinear_NoRevIN_MSE_HMM4W30_Seq15_MSE120.csv
Univariate,Linear,NoRevIN,MAE,NoHMM,60,120.37940979003906,Sub_Univariate_Linear_NoRevIN_MAE_NoHMM_Seq60_MSE120.csv
Univariate,Linear,RevIN,MSE,HMM3W60,7,120.63910675048828,Sub_Univariate_Linear_RevIN_MSE_HMM3W60_Seq7_MSE121.csv
Univariate,Linear,RevIN,Huber,HMM3W60,7,120.6395492553711,Sub_Univariate_Linear_RevIN_Huber_HMM3W60_Seq7_MSE121.csv
Univariate,DLinear,NoRevIN,MAE,HMM3W60,15,120.6720962524414,Sub_Univariate_DLinear_NoRevIN_MAE_HMM3W60_Seq15_MSE121.csv
Univariate,NLinear,NoRevIN,MAE,HMM4W30,60,120.69955444335938,Sub_Univariate_NLinear_NoRevIN_MAE_HMM4W30_Seq60_MSE121.csv
Univariate,Linear,RevIN,MSE,HMM4W60,15,120.85572814941406,Sub_Univariate_Linear_RevIN_MSE_HMM4W60_Seq15_MSE121.csv
Univariate,Linear,RevIN,Huber,HMM4W60,15,120.85597229003906,Sub_Univariate_Linear_RevIN_Huber_HMM4W60_Seq15_MSE121.csv
Univariate,DLinear,NoRevIN,Huber,HMM4W30,15,121.42498779296875,Sub_Univariate_DLinear_NoRevIN_Huber_HMM4W30_Seq15_MSE121.csv
Univariate,DLinear,NoRevIN,MAE,HMM4W30,30,121.49763488769531,Sub_Univariate_DLinear_NoRevIN_MAE_HMM4W30_Seq30_MSE121.csv
Univariate,DLinear,NoRevIN,MAE,HMM4W30,15,121.51240539550781,Sub_Univariate_DLinear_NoRevIN_MAE_HMM4W30_Seq15_MSE122.csv
Univariate,Linear,NoRevIN,MAE,HMM4W30,60,121.8672866821289,Sub_Univariate_Linear_NoRevIN_MAE_HMM4W30_Seq60_MSE122.csv
Univariate,NLinear,NoRevIN,Huber,HMM4W60,30,122.29728698730469,Sub_Univariate_NLinear_NoRevIN_Huber_HMM4W60_Seq30_MSE122.csv
Univariate,NLinear,NoRevIN,MSE,HMM4W60,30,122.29940032958984,Sub_Univariate_NLinear_NoRevIN_MSE_HMM4W60_Seq30_MSE122.csv
